Kalimat,Anotasi Program,Anotasi Furqon,Anotasi Richard,Richard dan Furqon,Anotasi Yuly
"Gatot berpendapat, dengan mengenakan kopiah putih, peserta aksi akan merasa petugas keamanan yang terdiri dari Polri dan TNI juga bagian dari peserta aksi.",B-A0 B-V O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1,B-A0 B-V O B-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O,B-A0 B-V O B-A1 I-A1 I-A1 I-A1 O I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O,Beda,
"Saat berembus isu makar terhadap Presiden, Gatot juga membantah jika gelombang protes dalam Pilkada DKI Jakarta 2017 mengarah ke sana.",B-AM-TMP I-AM-TMP B-A0 I-A0 I-A0 I-A0 I-A0 I-A0 O B-V B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O,O O O O O O O B-A0 O B-V B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O,B-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP O B-A0 O B-V B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O,Beda,
"Gatot menilai, peserta aksi dalam menyampaikan protesnya selalu dengan tertib dan damai.",B-A0 B-V O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O,B-A0 B-V O B-A1 I-A1 I-A1 I-A1 I-A1 B-AM-ADV I-AM-ADV I-AM-ADV I-AM-ADV I-AM-ADV O,B-A0 B-V O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 B-AM-ADV I-AM-ADV I-AM-ADV I-AM-ADV O,Beda,
Gatot merasa tersinggung dengan adanya informasi yang berkembang di masyarakat yang mengaitkan aksi umat Islam dengan upaya kudeta pemerintahan Presiden Jokowi.,B-A0 O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 B-AM-LOC B-AM-CAU I-AM-CAU B-V B-A1 I-A1 I-A1 B-AM-GOL I-AM-GOL I-AM-GOL B-A0 I-A0 I-A0 O,B-A0 B-V B-A1 B-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU O,B-A0 B-V B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O,Beda,
"Gatot berujar, ""Kudeta Presiden Jokowi', saya agak tersinggung kata-kata itu karena saya umat Islam juga,"" dalam talkshow Rosi yang tayang di Kompas TV, 4 Mei 2017.",None (more than 30),B-A0 B-V O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O O O O O B-AM-LOC I-AM-LOC I-AM-LOC O B-AM-TMP I-AM-TMP I-AM-TMP O,B-A0 B-V O O B-A1 I-A1 I-A1 O O I-A1 I-A1 I-A1 I-A1 I-A1 B-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU O O O B-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP B-AM-LOC I-AM-LOC I-AM-LOC O B-AM-TMP I-AM-TMP I-AM-TMP O,Beda,
"mantan Kepala Staf Angkatan Darat, Gatot berkata, ""Buktinya aksi 411, 212, aman, damai, dan tertib"".",B-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 B-V O O O B-A0 O O O O O O O O O B-AM-ADV O O,B-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 B-V O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O,B-A0 I-A0 I-A0 I-A0 I-A0 O I-A0 B-V O O B-A1 I-A1 I-A1 O I-A1 O I-A1 O I-A1 O I-A1 I-A1 O O,Beda,
"Gatot menilai, adanya kabar soal upaya makar dalam aksi unjuk rasa bela agama itu adalah berita bohong atau hoaks. Berita hoaks kabar soal upaya makar dalam aksi unjuk rasa bela agama ditujukan untuk menakuti rakyat Indonesia.",None (more than 30),B-A0 B-V O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O O O O O O O O O O O O O O O O O O O  |||  O O O O O O O O O O O O O O O O O O O O O B-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 B-V B-A1 I-A1 I-A1 I-A1 O,B-A0 B-V O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O B-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 B-V B-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL O,Beda,
"Gatot berbeda pandangan dengan Kapolri Jenderal Tito Karnavian, dalam isu makar tersebut.",None (predicate not found),B-A0 B-V B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O O O O O O,None (predicate not found),Beda,
"Hingga kemudian, polisi menangkap dan menersangkakan orang-orang yang diduga merencanakan makar terhadap pemerintah.",B-AM-TMP O B-A0 B-A0 B-V B-A1 I-A1 I-A1 I-A1 O B-V B-A1 I-A1 I-A1 O,O O O B-A0 B-V I-V I-V B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O,"B-AM-TMP I-AM-TMP O B-A0 B-V O O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O

B-AM-TMP I-AM-TMP O B-A0 O O B-V B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O",Beda,
Gatot menimbulkan kontroversi lainnya dan dianggap tengah melancarkan manuver politik dengan menginstruksikan TNI menggelar nonton bareng film Penumpasan Pengkhianatan G30S/PKI bersama masyarakat di sejumlah daerah.,B-A0 I-A0 I-A0 I-A0 I-A0 I-A0 O B-V B-A1 I-A1 I-A1 I-A1 I-A1 B-V B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 B-AM-LOC I-AM-LOC I-AM-LOC O,B-A0 B-V B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 B-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU B-AM-LOC I-AM-LOC I-AM-LOC O,B-A0 B-V B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 B-AM-LOC I-AM-LOC I-AM-LOC O,Beda,
"Sebelumnya, diketahui, lawan politik Jokowi kerap menggunakan isu PKI dalam kampanye pemilu Presiden untuk menyerang mantan Wali Kota Solo Jokowi.",B-AM-TMP I-AM-TMP B-V O B-A1 I-A1 I-A1 O B-V B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O,O O O O B-A0 I-A0 I-A0 B-AM-ADV B-V B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 B-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL O,O O O O B-A0 I-A0 I-A0 O B-V B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 B-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL O,Beda,
"Gatot beralasan, dirinya ingin mengajak bangsa Indonesia untuk tidak melupakan sejarah kelam dan mencegah terulang kembali kekelaman tersebut.",B-A0 B-V O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O,B-A0 B-V O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O,B-A0 B-V O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O,Sama,
"Gatot berkata kepada wartawan seusai berziarah, ""Tujuannya bukan untuk mendiskreditkan, melainkan peristiwa tersebut agar diketahui generasi muda agar kita tidak terprovokasi lagi, terpecah-pecah lagi. Kalau kita tidak ingatkan, dalam kondisi seperti ini, orang tidak tahu bahwa ada gerakan-gerakan yang mengadu domba,"" di makam Presiden Soeharto di Astana Giribangun, 19 September 2017.",None (more than 30),B-A0 B-V O O O O O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 B-AM-LOC I-AM-LOC I-AM-LOC I-AM-LOC I-AM-LOC I-AM-LOC I-AM-LOC O B-AM-TMP I-AM-TMP I-AM-TMP O,B-A0 B-V B-A1 I-A1 B-AM-TMP I-AM-TMP O O B-A1 I-A1 I-A1 I-A1 O I-A1 I-A1 I-A1 B-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL B-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL O I-AM-GOL I-AM-GOL O B-AM-CAU I-AM-CAU I-AM-CAU O I-A1 I-A1 I-A1 O I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O O B-AM-LOC I-AM-LOC I-AM-LOC I-AM-LOC B-AM-LOC I-AM-LOC I-AM-LOC O B-AM-TMP I-AM-TMP I-AM-TMP O,Beda,
"Sebanyak 180.000 pemilih yang telah masuk dalam daftar pemilih tetap dalam Pilkada Garut terancam tidak bisa menyalurkan hak politiknya. Sebab, dari hasil pencocokan dan penelitian yang dilakukan KPU Garut, mereka tidak memiliki KTP elektronik.",None (more than 30),B-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 B-V B-AM-NEG B-A1 I-A1 I-A1 I-A1 O O O O O O O O O O O O O O O O O O O  |||  O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-A0 B-AM-NEG B-V B-A1 I-A1 O,B-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 B-V B-AM-NEG B-AM-MOD I-V B-A1 I-A1 O B-AM-CAU O I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU O I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU O,Beda,
"Ketua KPU Garut Hilwan Fanaqi berkata, ""Hasil pencocokan dan penelitian di lapangan, kami menemukan ada 180.000 warga Garut yang tidak punya KTP elektronik yang jadi syarat utama masuk DPT"".",None (more than 30),B-A0 I-A0 I-A0 I-A0 I-A0 B-V O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O,B-A0 I-A0 I-A0 I-A0 I-A0 B-V O O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O O,Beda,
"Hilwan menuturkan, dari data yang ada di KPU, jumlah pemilih pada Pilkada Garut yang ada dalam daftar pemilih sementara ada 1,8 juta pemilih.",B-A0 B-V B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O,B-A0 B-V O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O,B-A0 B-V O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O,Beda,
"Hilwan berkata, ""Jika tidak punya KTP elektronik, ya, tidak punya hak pilih"".",B-A0 B-V O O B-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU O O O B-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU O O,B-A0 B-V O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O,B-A0 B-V O O B-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU O O O B-A1 I-A1 I-A1 I-A1 O O,Beda,
"Hilwan berpendapat, pihaknya telah berupaya agar mereka bisa tetap menyalurkan hak pilihnya dengan cara berkoordinasi dengan Dinas Kependudukan dan Catatan Sipil Kabupaten Garut dan Panitia Pemilih Kecamatan supaya mereka bisa segera memiliki KTP elektronik.",None (more than 30),B-A0 B-V O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 B-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL O,B-A0 B-V O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 B-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL O,Sama,
"Hilwan berucap, ""Kami akan berupaya agar nanti pada hari-H mereka bisa memilih dengan cara punya KTP elektronik"".",O O O B-A0 B-AM-MOD O B-AM-GOL B-AM-TMP I-AM-TMP I-AM-TMP B-A0 B-AM-MOD B-V B-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL O O,B-A0 B-V O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O,"B-A0 B-V O O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O O

O O O O B-A0 B-AM-MOD B-V B-AM-GOL B-AM-TMP I-AM-TMP I-AM-TMP I-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL O O",Beda,
"Hilwan berpendapat, jika ada warga yang tidak mempunyai KTP elektronik akan menyalurkan hak politiknya pada pilkada nanti, satu-satunya cara adalah melengkapi dokumen kependudukan agar bisa segera mendapatkan KTP elektronik. Sebab, syarat memilih adalah harus memiliki KTP elektronik.",None (more than 30),B-A0 B-V O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O O O O O O O O O O O  |||  O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-A0 I-A0 O B-AM-MOD B-V B-A1 I-A1 O,B-A0 B-V O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O B-AM-CAU O I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU O,Beda,
"Hilwan berpendapat, dari hasil coklit, awalnya pihaknya menemukan ada sekitar 300.000 pemilih yang ada dalam DPS yang tidak bisa masuk DPT karena berbagai hal, mulai dari pindah domisili, meninggal, hingga KTP ganda.",None (more than 30),B-A0 B-V O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O,B-A0 B-V O B-A1 I-A1 I-A1 O I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 B-AM-CAU I-AM-CAU I-AM-CAU O I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU O I-AM-CAU O I-AM-CAU I-AM-CAU I-AM-CAU O,Beda,
"Sementara itu, Kepala Bidang Pelayanan Pendaftaran Penduduk Disdukcapil Kabupaten Garut Evip Zulfikar mengakui bahwa KPU telah berkoordinasi dengan pihaknya.",B-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 B-V B-A1 I-A1 I-A1 I-A1 B-AM-EXT I-AM-EXT O,O O O B-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 B-V B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O,O O O B-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 B-V B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O ,Beda,
"Bahkan, pihaknya telah melakukan langkah-langkah untuk bisa mencetak 180.000 KTP elektronik bagi pemilih pada Pilkada Garut.",O B-A0 O B-V B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 B-AM-TMP I-AM-TMP I-AM-TMP O,O O B-A0 B-AM-MOD B-V B-A1 B-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL O,O O B-A0 O B-V B-A1 B-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL B-AM-TMP I-AM-TMP I-AM-TMP O,Beda,
"Evip berujar, ""Kami sudah lakukan percepatan pencetakan KTP elektronik, sehari rata-rata bisa mencetak 4.000 lembar,"" Senin 2 April 2018.",B-V O O B-A0 O B-V B-A1 I-A1 I-A1 I-A1 O B-AM-TMP O B-AM-MOD B-V B-A1 I-A1 O O B-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP O,B-A0 B-V O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 B-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP O,B-A0 B-V O O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O O B-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP O,Beda,
"Evip berpendapat, hingga Senin 2 April 2018, dari data yang telah masuk, ada sekitar 114.000 data yang belum tercetak.",B-A0 B-V O B-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP O O B-A1 I-A1 I-A1 O B-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 B-AM-NEG B-AM-ADV O,B-A0 B-V O B-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O,B-A0 B-V O B-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP O B-A1 I-A1 I-A1 I-A1 I-A1 O I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O,Beda,
"Evip menyampaikan, kendala saat ini untuk mencetak 180.000 KTP elektronik adalah jaringan dan keterbatasan SDM. Jika jaringan terganggu, pencetakan pun terganggu.",B-A0 B-V B-A1 I-A1 I-A1 I-A1 B-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL O B-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU I-AM-CAU O,B-A0 B-V O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O O O O O O O O O,B-A0 B-V O B-A1 B-AM-TMP I-AM-TMP I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O B-AM-CAU I-AM-CAU I-AM-CAU O B-A0 O B-V O,Beda,
"Evip berucap, ""Kami optimistis sebelum pemilihan bisa selesai, nanti KTP akan didistribusikan ke kecamatan, ke desa, hingga diterima warga, jadi tidak usah ke kantor"".",None (more than 30),B-A0 B-V O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O,B-A0 B-V O O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O I-A1 I-A1 O I-A1 I-A1 I-A1 O I-A1 I-A1 I-A1 I-A1 I-A1 O O,Beda,
Menteri Pertahanan Ryamizard Ryacudu mengingatkan prajurit TNI di lingkungan Kodam Jaya bersikap profesional dan menjaga netralitas menjelang pilkada serentak.,B-A0 I-A0 I-A0 I-A0 B-V B-A1 I-A1 B-AM-LOC I-AM-LOC I-AM-LOC I-AM-LOC B-A1 I-A1 B-AM-GOL I-AM-GOL I-AM-GOL B-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP,B-A0 I-A0 I-A0 I-A0 B-V B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O,B-A0 I-A0 I-A0 I-A0 B-V B-A1 I-A1 B-AM-LOC I-AM-LOC I-AM-LOC I-AM-LOC B-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL B-AM-TMP I-AM-TMP I-AM-TMP O,Beda,
Pilkada serentak tahun ini digelar pada Juni mendatang.,None (predicate not found),B-A0 I-A0 I-A0 I-A0 B-V B-AM-TMP I-AM-TMP I-AM-TMP O,B-A1 I-A1 I-A1 I-A1 B-V B-AM-TMP I-AM-TMP I-AM-TMP O,Beda,
"Menhan berkata, ""Tunjukan kamu proporsional dan profesional, tentara yang benar, benteng Sapta Marga, itu harapan kita semua, harapan bangsa ini,"" saat memberikan pembekalan kepada segenap Komandan Satuan Jajaran Kodam Jaya di Rindam Jaya, Jakarta, Selasa 3 April.",None (more than 30),B-A0 B-V O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O O O O O O O O O O B-AM-LOC I-AM-LOC I-AM-LOC I-AM-LOC I-AM-LOC O B-AM-TMP I-AM-TMP I-AM-TMP O,B-A0 B-V O O B-A1 I-A1 I-A1 I-A1 I-A1 O I-A1 I-A1 I-A1 O I-A1 I-A1 I-A1 O I-A1 I-A1 I-A1 I-A1 O I-A1 I-A1 I-A1 O O B-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP I-AM-TMP B-AM-LOC I-AM-LOC I-AM-LOC O B-AM-LOC O B-AM-TMP I-AM-TMP I-AM-TMP O,Beda,
"Mantan Kepala Staf TNI Angkatan Darat, Menteri Pertahanan Ryamizard Ryacudu mengatakan di hadapan sekitar 241 Perwira TNI AD, dalam menyikapi pelaksanaan pilkada maupun Pemilu 2019, setiap prajurit TNI hendaknya selalu bersikap hati-hati. Yakni harus betul-betul proporsional dan profesional dengan memegang teguh Sapta Marga dan Sumpah Prajurit.",None (more than 30),B-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 B-V B-AM-LOC I-AM-LOC I-AM-LOC I-AM-LOC I-AM-LOC I-AM-LOC I-AM-LOC O B-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL I-AM-GOL O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O O O O O O O O O O O O O O O O,B-A0 I-A0 I-A0 I-A0 I-A0 I-A0 O I-A0 I-A0 I-A0 I-A0 B-V B-AM-LOC I-AM-LOC I-AM-LOC I-AM-LOC I-AM-LOC I-AM-LOC I-AM-LOC O B-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 I-A1 O O B-A0 I-A0 I-A0 O I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 I-A0 O,Beda,
